timestamp,pm2.5,temperature,humidity,pressure,pm2.5_out,temperature_out,humidity_out,pressure_out
2022-02-01T08:00:00Z,43,22.4,47,999,43.5,-0.59,80.87,1000.84
2022-02-01T09:00:00Z,73.3,22.6,46.3,998.8,32.6,-0.01,78.95,1000.82
2022-02-01T10:00:00Z,63.2,22.8,46,998,31.1,0.82,74.85,1000.73
2022-02-01T11:00:00Z,53.8,22.9,46,997,25.8,1.4,74.26,1000.08
2022-02-01T12:00:00Z,47.5,22.9,45.9,996.1,25.7,2.12,74.14,999.21
2022-02-01T13:00:00Z,41.5,22.8,46,995.6,26,2.58,72.24,998.47
2022-02-01T14:00:00Z,36,22.8,45,994.4,27.1,2.78,70.1,997.76
2022-02-01T15:00:00Z,33.5,22.4,45,993.6,23.5,2.43,76.08,996.62
2022-02-01T16:00:00Z,33,22,45.8,992.3,28.2,2,79.65,995.64
2022-02-01T17:00:00Z,33,21.7,46,991.3,65.7,2.02,78.62,994.59
2022-02-01T18:00:00Z,34.3,21.7,46,990.2,38.2,2.04,76.75,993.54
2022-02-01T19:00:00Z,52.2,21.6,46,989.2,164.9,1.95,77.23,992.53
2022-02-01T20:00:00Z,59.7,21.9,44.7,987.7,98.5,1.88,79.91,991.42
2022-02-01T21:00:00Z,60.3,21.7,48.8,986.3,68.7,1.81,82.54,990.03
2022-02-01T22:00:00Z,50.8,21.6,56.2,984.9,37.8,1.83,83.78,988.62
2022-02-01T23:00:00Z,44.7,21.6,56.1,983.8,27.1,1.88,84.35,987.34
2022-02-02T00:00:00Z,37.5,21.9,55,983,22.3,2.08,84.99,986.2
2022-02-02T01:00:00Z,33.5,21.7,55.8,982.6,25.5,2.33,85.78,985.53
2022-02-02T02:00:00Z,29.7,21.5,55.8,982,27,2.52,87.5,984.97
2022-02-02T03:00:00Z,26.5,21.4,56,982,18.3,2.76,89.61,984.71
2022-02-02T04:00:00Z,23.3,21.4,56,982,12.7,3.08,91.25,984.58
2022-02-02T05:00:00Z,18.3,21.5,55.3,982.6,13.5,3.04,92.37,984.74
2022-02-02T06:00:00Z,15.3,22.1,53,983,10.4,3.28,91.88,984.98
2022-02-02T07:00:00Z,14.2,21.8,52.2,983.6,10.3,3.37,90.64,985.5
2022-02-02T08:00:00Z,14,21.5,51.5,984.1,11.7,3.36,90.85,986.08
2022-02-02T09:00:00Z,12.3,21,49,985,12.2,3.32,90.29,986.64
2022-02-02T10:00:00Z,9.2,20.8,47,985.5,12.4,3.27,89.49,987.49
2022-02-02T11:00:00Z,8.5,20.7,47,987.3,18.9,3.14,88.88,988.19
2022-02-02T12:00:00Z,12.7,20.6,47,988.8,19,3.03,88.46,989.71
2022-02-02T13:00:00Z,12.7,20.7,47,990.4,19.4,2.65,88.58,991.25
2022-02-02T14:00:00Z,14.1,21.2,47,991.8,21.2,2.54,87.21,992.73
2022-02-02T15:00:00Z,15.7,21.6,46.4,993.5,23.9,2.71,84.74,994.24
2022-02-02T16:00:00Z,19.7,22,46,994.8,36.8,2.83,83.04,995.78
2022-02-02T17:00:00Z,20.8,22.2,45.2,996.2,28.3,2.65,82.03,997.24
2022-02-02T18:00:00Z,18.3,22.3,45,997.4,20.9,2.64,81.54,998.41
2022-02-02T19:00:00Z,17.3,22.4,45.5,998.7,25.4,2.73,80.91,999.63
2022-02-02T20:00:00Z,15.5,22.4,46.7,1000.3,27.1,2.49,81.13,1001.06
2022-02-02T21:00:00Z,15.3,22.7,49.5,1001.7,23,2.27,80.31,1002.51
2022-02-02T22:00:00Z,12.5,22.8,50,1003,16.9,1.96,78.45,1003.82
2022-02-02T23:00:00Z,10.8,22.9,50,1004.2,13.5,1.35,79.28,1005.19
2022-02-03T00:00:00Z,10,22.9,50,1005.2,13,0.83,79.44,1006.26
2022-02-03T01:00:00Z,8.7,22.7,50.7,1006,11.9,0.44,79.55,1007.19
2022-02-03T02:00:00Z,7.4,22.5,51.8,1006.3,12.1,0.34,81.09,1007.97
2022-02-03T03:00:00Z,8,22.4,51.5,1007,26,0.35,83.63,1008.45
2022-02-03T04:00:00Z,8.7,22.3,51,1007.8,19.2,0.55,85.12,1009.11
2022-02-03T05:00:00Z,8.7,22.4,51,1008,20.5,0.57,86.22,1009.62
2022-02-03T06:00:00Z,9.2,22.4,50.4,1008.4,21.8,0.51,87.96,1009.8
2022-02-03T07:00:00Z,10,22.4,49.5,1009,27,0.39,89.58,1010.35
2022-02-03T08:00:00Z,12,22.4,48.2,1009,25,0.46,88.87,1010.77
2022-02-03T09:00:00Z,11,22.6,47.8,1009,18.6,0.98,87.33,1010.99
2022-02-03T10:00:00Z,11.8,22.6,47,1009,13.7,1.54,84.72,1010.84
2022-02-03T11:00:00Z,12.7,22.6,46.9,1008.2,27.6,1.85,81.45,1010.69
2022-02-03T12:00:00Z,11.8,22.6,47.8,1008,20.1,2.64,76.85,1010.24
2022-02-03T13:00:00Z,11.2,22.6,48,1008,21.6,2.91,79.29,1009.89
2022-02-03T14:00:00Z,12.9,22.6,47.7,1007.9,27.8,3.27,78.55,1009.67
2022-02-03T15:00:00Z,43.2,22.4,52.2,1007.6,29.3,3.02,81.72,1009.55
2022-02-03T16:00:00Z,47.3,22.1,53,1007,64,2.84,82.34,1009.42
2022-02-03T17:00:00Z,51.2,21.9,52,1007,70.5,2.29,83.75,1009.07
2022-02-03T18:00:00Z,53,21.8,50.9,1006,68.1,2.39,83.04,1008.74
2022-02-03T19:00:00Z,56.8,21.6,49,1005.8,60.7,2.32,84.51,1008.16
2022-02-03T20:00:00Z,49.8,21.8,49.1,1005,70.1,2.36,85.04,1007.67
2022-02-03T21:00:00Z,43.7,21.4,48.6,1005,40.6,2.56,83.34,1007.26
2022-02-03T22:00:00Z,40.3,21.4,51.2,1004.9,34.6,2.46,84.81,1007.12
2022-02-03T23:00:00Z,36.7,21.4,52,1004,32.9,2.53,83.55,1006.76
2022-02-04T00:00:00Z,34,21.3,53.2,1004,29.4,2.56,83.17,1006.34
2022-02-04T01:00:00Z,30.8,21.3,53.9,1003.7,26.4,2.58,84.84,1006.01
2022-02-04T02:00:00Z,27.5,21.2,53.9,1003,26.3,2.63,81.89,1005.56
2022-02-04T03:00:00Z,26.3,21.2,54,1003,25.1,2.75,84.5,1005.12
2022-02-04T04:00:00Z,23.7,21.1,54,1003,24.5,2.79,85.78,1004.9
2022-02-04T05:00:00Z,22.3,21.5,54.2,1002,36.3,3.01,88.58,1004.69
2022-02-04T06:00:00Z,22.2,22,52.4,1002.6,38,3.18,89.1,1004.43
2022-02-04T07:00:00Z,24.8,21.7,52,1002.5,46.4,3.1,92.04,1004.56
2022-02-04T08:00:00Z,25,21.4,52,1002.6,42.9,3.02,95.56,1004.53
2022-02-04T09:00:00Z,23.5,21.3,52,1002,30.4,3.03,97.85,1004.51
2022-02-04T10:00:00Z,45,21.2,52,1002,31.9,3.56,97.89,1004.29
2022-02-04T11:00:00Z,45,21.1,51.8,1001.3,32.1,3.93,95.68,1003.95
2022-02-04T12:00:00Z,40.8,21,51,1001,26.1,4.59,94.97,1003.53
2022-02-04T13:00:00Z,35.2,20.9,50.5,1001,27.4,4.95,92.53,1003.17
2022-02-04T14:00:00Z,32.8,21.1,49.9,1000.8,27.7,5.18,90.93,1002.81
2022-02-04T15:00:00Z,31,21.8,49.3,1000.1,28.2,5.38,88.21,1002.65
2022-02-04T16:00:00Z,32.7,21.9,49.6,1000,33.1,5.14,86.87,1002.5
2022-02-04T17:00:00Z,33.5,21.7,49.9,1000,33.8,4.88,86.9,1002.09
2022-02-04T18:00:00Z,33,22,49,999.1,71.9,4.76,86.24,1001.78
2022-02-04T19:00:00Z,33.2,22,49.2,999,59.4,4.63,86.15,1001.44
2022-02-04T20:00:00Z,38.7,22.2,50.2,998.7,99.5,4.48,87.34,1001.25
2022-02-04T21:00:00Z,42.3,22.2,53.6,998,93.2,4.64,86.32,1000.74
2022-02-04T22:00:00Z,43,22,60.2,997.7,60.2,4.82,85.04,1000.33
2022-02-04T23:00:00Z,41.2,21.8,60.8,996.8,49.8,4.93,84.25,999.64
2022-02-05T00:00:00Z,36.8,21.7,59.8,996,41.7,4.9,82.8,998.94
2022-02-05T01:00:00Z,35.5,21.6,59.1,995.6,28.6,4.91,81.22,998.24
2022-02-05T02:00:00Z,32.3,21.5,59.7,994.9,30.3,4.98,81.08,997.69
2022-02-05T03:00:00Z,29.5,21.4,58.7,994,32,5,81.41,996.94
2022-02-05T04:00:00Z,26.2,21.3,57.8,994,23.8,5.01,82.84,996.4
2022-02-05T05:00:00Z,22.5,21.3,57.5,995.2,19.4,4.9,85.33,996.04
2022-02-05T06:00:00Z,18.3,21.8,55.8,997.6,3.4,4.52,84.08,997.66
2022-02-05T07:00:00Z,16.7,22,54.7,998.9,4,4.14,84.37,999.81
2022-02-05T08:00:00Z,13.8,22,54.9,999.8,9.8,3.79,86.09,1001.05
2022-02-05T09:00:00Z,20.2,22,49.7,1000.4,10.8,3.63,87.16,1001.85
2022-02-05T10:00:00Z,15.2,22.2,48.5,1001,11.9,3.84,86.1,1002.5
2022-02-05T11:00:00Z,13.3,21.8,49.9,1001,8.2,4.21,85.36,1002.87
2022-02-05T12:00:00Z,12.7,21.8,48.9,1001.2,16.6,4.47,86.49,1003.14
2022-02-05T13:00:00Z,11.7,22.3,46,1001.7,15.1,4.86,87.26,1003.38
2022-02-05T14:00:00Z,10.2,22.2,46.3,1002,16.5,5,85.18,1003.57
2022-02-05T15:00:00Z,9.7,22.1,46.7,1002.8,13.4,4.96,80.69,1004.07
2022-02-05T16:00:00Z,9.7,22.2,46.8,1003.8,16.7,4.58,78.33,1004.92
2022-02-05T17:00:00Z,10,22,48,1004,16.5,4.55,78.83,1005.82
2022-02-05T18:00:00Z,10,22.3,47,1004.8,13.1,4.23,78.74,1006.29
2022-02-05T19:00:00Z,9.7,22.3,50.4,1005,14.2,3.8,78.27,1006.64
2022-02-05T20:00:00Z,12,22.2,57.9,1005,19.6,3.78,78.07,1006.69
2022-02-05T21:00:00Z,11.2,21.9,57.7,1004.8,18.6,3.67,78.61,1006.68
2022-02-05T22:00:00Z,9.7,21.8,57,1004,14.8,3.57,78.81,1006.55
2022-02-05T23:00:00Z,10.8,21.6,56.7,1004,17.1,3.59,78.8,1006.26
2022-02-06T00:00:00Z,10.5,21.5,56,1003.1,20.8,3.6,77.49,1005.66
2022-02-06T01:00:00Z,10.2,21.5,55.9,1002.6,16.5,3.5,77.3,1005.3
2022-02-06T02:00:00Z,10.7,21.4,54.8,1001.9,16.6,3.44,77.42,1004.54
2022-02-06T03:00:00Z,11.2,21.3,54,1001,18.8,3.35,77.88,1003.74
2022-02-06T04:00:00Z,11.7,21.2,53,1000.2,19.6,3.31,79.21,1002.99
2022-02-06T05:00:00Z,11,21.2,52.2,999.1,21,3.15,79.86,1002.08
2022-02-06T06:00:00Z,10.5,21.7,50.2,998,17.5,3.01,79.28,1001.01
2022-02-06T07:00:00Z,10.2,21.9,49.3,997.5,19.5,3.01,79.95,1000.2
2022-02-06T08:00:00Z,13,21.6,52.1,996.7,20.6,3.05,83.44,999.52
2022-02-06T09:00:00Z,14,22,55.4,996,21.5,3.36,85.79,998.67
2022-02-06T10:00:00Z,13.2,22.4,55.2,995.2,19.5,3.74,87.93,998.04
2022-02-06T11:00:00Z,13.5,21.8,54.9,994.1,19,4.02,90.85,997.19
2022-02-06T12:00:00Z,13.2,21.6,56.2,993.2,20.8,4.18,93.08,996.17
2022-02-06T13:00:00Z,13.2,22,56.3,992.4,18.5,4.36,94.98,995.43
2022-02-06T14:00:00Z,13.7,22,55,991.6,16.4,4.62,95.02,994.59
2022-02-06T15:00:00Z,30.5,21.9,54.9,990.8,16.8,4.85,92.48,993.85
2022-02-06T16:00:00Z,23.7,22,54,989.6,13.6,4.96,89.85,993.05
2022-02-06T17:00:00Z,18.2,22,53.1,988.4,15.1,5.19,87.29,991.93
2022-02-06T18:00:00Z,16.7,22.3,51.9,987.3,17.4,5.44,84.79,990.76
2022-02-06T19:00:00Z,18.3,22.4,51,985.8,37.4,5.49,84.22,989.56
2022-02-06T20:00:00Z,36.2,22.3,54.4,984.5,63.4,5.3,86.01,988.19
2022-02-06T21:00:00Z,36.8,21.9,56,983.1,43.1,4.87,89.16,986.79
2022-02-06T22:00:00Z,31.5,21.7,56.6,982,22.4,4.79,92.34,985.35
2022-02-06T23:00:00Z,25.7,21.6,57,981,14.9,5.05,93.29,984.32
2022-02-07T00:00:00Z,22,21.6,57.1,981.4,10.6,5.19,93.11,983.73
2022-02-07T01:00:00Z,18.3,21.5,56.9,982.5,5.8,5.07,93.65,983.95
2022-02-07T02:00:00Z,14.3,21.4,56.6,983,3.3,5.03,93.07,984.94
2022-02-07T03:00:00Z,12.8,21.4,57,983.8,3.7,4.9,92.87,985.5
2022-02-07T04:00:00Z,10.2,22,57.1,984.7,3.4,4.57,92.27,986.13
2022-02-07T05:00:00Z,8.7,22.3,56.1,985,4,4.25,90.71,986.87
2022-02-07T06:00:00Z,8.5,22.4,55.5,985.9,9.4,4.2,88.82,987.41
2022-02-07T07:00:00Z,9.3,22,55.8,986.8,29.7,4.3,88.36,988.21
2022-02-07T08:00:00Z,11.2,21.8,55,988,14.8,4.11,91.21,989.24
2022-02-07T09:00:00Z,35.7,21.3,49.3,989.3,22.2,3.81,94.92,990.4
2022-02-07T10:00:00Z,57.2,20.9,46.5,990.2,17.1,3.83,94.88,991.58
2022-02-07T11:00:00Z,44.2,20.9,47,991.8,15.7,4.05,94.42,992.57
2022-02-07T12:00:00Z,32.7,20.8,47.1,993,18.3,4.22,90.5,993.99
2022-02-07T13:00:00Z,33.2,21,52.8,994.2,15.2,5.11,82.2,995.19
2022-02-07T14:00:00Z,27.2,21.6,55,995.6,19.6,5.86,72.69,996.4
2022-02-07T15:00:00Z,24.5,21.5,57,996.9,19.5,5.8,71.58,997.77
2022-02-07T16:00:00Z,20.7,21.4,57.7,997.9,15.3,5,76.5,999.05
2022-02-07T17:00:00Z,20,21.3,56.9,998.8,28,4.52,78.49,1000
2022-02-07T18:00:00Z,17.8,21.6,54.6,999.9,21.5,3.89,79.59,1000.95
2022-02-07T19:00:00Z,24.7,22.1,52.7,1000.7,18.2,3.65,82.96,1001.79
2022-02-07T20:00:00Z,47,22.2,53,1001.4,15.5,3.46,84.37,1002.59
2022-02-07T21:00:00Z,36.2,22.2,53.4,1002,13.7,3.35,84.46,1003.48
2022-02-07T22:00:00Z,28.2,21.9,56.6,1003.2,14.3,3.18,84.3,1004.16
2022-02-07T23:00:00Z,23.8,21.7,57,1004,9.3,3.07,84.61,1005.1
2022-02-08T00:00:00Z,20.8,21.5,56.2,1005,9.1,3.07,85.28,1006.1
2022-02-08T01:00:00Z,17.3,21.4,56.3,1005.4,7.7,3.16,86.25,1006.83
2022-02-08T02:00:00Z,15.2,21.4,55.8,1006.4,9.7,3.24,86.41,1007.39
2022-02-08T03:00:00Z,13.7,21.3,55,1007.5,11.9,3.3,87.73,1008.31
2022-02-08T04:00:00Z,11.7,21.2,55.3,1008.2,6,3.25,87.75,1009.31
2022-02-08T05:00:00Z,9.8,21.7,55.2,1009,8.5,2.99,88.8,1010.28
2022-02-08T06:00:00Z,9,22,53.4,1009.1,9.7,2.72,90.92,1010.81
2022-02-08T07:00:00Z,12.4,21.7,52.2,1009.7,10.3,2.2,94.76,1011.28
2022-02-08T08:00:00Z,11.7,21.4,52,1009.9,17.4,2.46,95.09,1011.38
2022-02-08T09:00:00Z,10.7,21.3,52,1009.1,14.5,3.36,94.97,1011.44
2022-02-08T10:00:00Z,10.2,21.2,52,1008.4,12,3.95,93.34,1011.19
2022-02-08T11:00:00Z,11,21.1,51.9,1008,18.2,4.12,90.88,1010.41
2022-02-08T12:00:00Z,11.3,21,51,1007.4,18.7,4.34,87.81,1009.92
2022-02-08T13:00:00Z,11.2,20.9,51,1006.5,20.9,4.46,83.99,1009.25
2022-02-08T14:00:00Z,12.3,21.2,50,1005.7,20.4,4.12,88.68,1008.36
2022-02-08T15:00:00Z,11,21.8,49,1005,19.2,3.75,90.66,1007.53
2022-02-08T16:00:00Z,10.8,21.8,49.1,1004.5,20.7,4.03,90.26,1006.99
2022-02-08T17:00:00Z,12.2,21.6,50,1004,28.5,4.75,89.47,1006.58
2022-02-08T18:00:00Z,11,21.8,50,1004,19.6,5.67,88.86,1006.33
2022-02-08T19:00:00Z,9.7,21.8,50.4,1004.9,14.1,6.51,89.77,1006.4
2022-02-08T20:00:00Z,10.3,22.1,51.9,1005.8,17.3,7.11,90.85,1006.95
2022-02-08T21:00:00Z,11.8,22,55.5,1006.8,14.6,7.44,89.04,1007.81
2022-02-08T22:00:00Z,11.7,21.7,56.9,1007.8,11.9,7.46,87.46,1008.74
2022-02-08T23:00:00Z,11.8,21.7,59.2,1008.7,9.5,7.03,85.4,1009.73
2022-02-09T00:00:00Z,10.8,22.1,58.5,1009.4,6.7,6.32,85.43,1010.48
2022-02-09T01:00:00Z,9.8,21.8,59,1010,8.2,5.68,86.15,1011.37
2022-02-09T02:00:00Z,9,21.6,59,1010.5,6.7,5.38,88.85,1011.98
2022-02-09T03:00:00Z,7.3,21.5,58.8,1011,5.1,5.34,91.53,1012.39
2022-02-09T04:00:00Z,6.8,21.4,58.1,1011,5.9,5.34,92.16,1012.7
2022-02-09T05:00:00Z,6,21.7,57.1,1011,9.9,5.27,92.42,1013.02
2022-02-09T06:00:00Z,7.7,22.1,54.5,1011.7,19.7,4.99,93.31,1013.12
2022-02-09T07:00:00Z,9.5,21.9,54.8,1012,27.7,4.94,94.55,1013.45
2022-02-09T08:00:00Z,9.2,22,54,1012,17,5.34,95.9,1013.75
2022-02-09T09:00:00Z,11.5,21.7,51.2,1012,11.7,6.35,94.94,1013.79
2022-02-09T10:00:00Z,19.5,21.4,50.4,1011.6,11.7,6.72,93.92,1013.52
2022-02-09T11:00:00Z,22,21.3,50.8,1011,16.6,7.21,94.51,1013.39
2022-02-09T12:00:00Z,21.3,21.2,50,1010.7,18.2,7.49,95.47,1012.75
2022-02-09T13:00:00Z,19,21.1,50.8,1010,14.9,7.76,96.63,1012.4
2022-02-09T14:00:00Z,18.7,21,52.6,1010,19.5,8.41,95.85,1012.13
2022-02-09T15:00:00Z,162.7,21.1,59.6,1010,16.7,8.61,93.72,1011.88
2022-02-09T16:00:00Z,170.2,21,58.2,1010,15.6,8.86,88.97,1011.98
2022-02-09T17:00:00Z,138.3,21,59.5,1010,18.3,8.82,87.5,1011.99
2022-02-09T18:00:00Z,105.7,21.5,59.2,1010,21.8,8.75,86.55,1011.85
2022-02-09T19:00:00Z,92.3,21.6,59.7,1010,20.2,8.5,85.98,1011.82
2022-02-09T20:00:00Z,76.3,22,59.7,1010,21.7,8.37,84.58,1011.82
2022-02-09T21:00:00Z,69.8,21.9,63.4,1010,17.9,8.28,84,1011.95
2022-02-09T22:00:00Z,62.2,21.7,65.3,1010,15.7,8.04,84.82,1011.95
2022-02-09T23:00:00Z,53.5,21.5,66.4,1010,15.5,7.91,87.14,1011.67
2022-02-10T00:00:00Z,45.8,21.4,67,1010,13.9,7.93,89.15,1011.66
2022-02-10T01:00:00Z,36.7,21.3,66.4,1010,13.9,7.97,91.19,1011.74
2022-02-10T02:00:00Z,28.5,21.2,65.2,1010,13.6,8.05,92.32,1011.77
2022-02-10T03:00:00Z,23,21.1,65,1010,12.9,8.03,92.46,1011.86
2022-02-10T04:00:00Z,19.5,21.1,64.3,1010,13.3,8.04,92.2,1011.78
2022-02-10T05:00:00Z,14.8,21.5,61.2,1010,13.8,8.12,92.96,1011.88
2022-02-10T06:00:00Z,12.3,21.9,58.2,1010,14.3,7.92,94.74,1012.08
2022-02-10T07:00:00Z,12.3,21.7,58,1010,19.9,7.81,95.61,1011.98
2022-02-10T08:00:00Z,13,21.4,58.4,1010,23.5,7.85,95.84,1012.02
2022-02-10T09:00:00Z,20.2,21.3,57.2,1010,21.4,7.99,95.86,1011.98
2022-02-10T10:00:00Z,32.8,21.2,57,1009.3,20.4,8.34,95.67,1011.66
2022-02-10T11:00:00Z,27.5,21.1,56.6,1008.8,19.3,8.86,94.88,1011.27
2022-02-10T12:00:00Z,24.7,21,56,1007.8,19,9.18,93.34,1010.47
2022-02-10T13:00:00Z,23.8,21.3,55.1,1007,23.3,9.5,90.79,1009.57
2022-02-10T14:00:00Z,26.5,22,53.9,1006.2,31.2,9.5,89.46,1008.83
2022-02-10T15:00:00Z,24.7,22.3,53,1005.6,14.6,9.51,87,1008.12
2022-02-10T16:00:00Z,23,22.5,52.6,1005,16.9,9.49,80.58,1007.45
2022-02-10T17:00:00Z,28.5,22.7,53.2,1004.5,48.1,9.13,78.66,1006.94
2022-02-10T18:00:00Z,51,22.4,55,1004,45.3,8.57,81.15,1006.5
2022-02-10T19:00:00Z,46,22,55,1003.8,39.1,8.63,81.67,1005.8
2022-02-10T20:00:00Z,40.5,22,57.2,1004,41.3,8.67,82.91,1005.58
2022-02-10T21:00:00Z,39,21.8,59,1004.8,26.4,8.69,84.49,1006.22
2022-02-10T22:00:00Z,34.8,21.7,59.8,1005.4,21.4,8.56,84.19,1006.74
2022-02-10T23:00:00Z,24,21.5,57.1,1006.3,12.9,7.56,88.18,1007.37
2022-02-11T00:00:00Z,19.8,21.4,56.9,1007,12.9,6.4,89.47,1008.2
2022-02-11T01:00:00Z,15.8,21.4,57,1007,8.3,5.54,89.87,1008.87
2022-02-11T02:00:00Z,13.7,21.4,57,1007,8.9,5.01,90.91,1009.12
2022-02-11T03:00:00Z,12,21.3,57,1007.5,10.8,4.72,90.46,1009.22
2022-02-11T04:00:00Z,10.2,21.2,57,1008,10.3,4.42,90.31,1009.38
2022-02-11T05:00:00Z,9.3,21.6,55.6,1008,15,4.4,91.13,1009.57
2022-02-11T06:00:00Z,11.2,22,53.2,1008,22.1,4.93,90.01,1009.67
2022-02-11T07:00:00Z,14.2,21.7,53,1008,25.7,4.85,91.84,1009.9
2022-02-11T08:00:00Z,15.2,21.4,53,1008,19.9,4.94,92.88,1010.16
2022-02-11T09:00:00Z,13.3,21.3,53.9,1008,15.7,5.29,94.33,1010.22
2022-02-11T10:00:00Z,12.5,21.2,54,1008,14.5,5.79,92.87,1010.17
2022-02-11T11:00:00Z,12,21.1,54,1008,16.8,6.03,89.02,1009.98
2022-02-11T12:00:00Z,10,21.1,54,1008,17.1,5.93,87,1009.85
2022-02-11T13:00:00Z,11.2,21,54,1008.3,17.5,5.83,90.14,1009.81
2022-02-11T14:00:00Z,10.8,21.2,52.8,1009,18.2,5.26,92.15,1010.27
2022-02-11T15:00:00Z,11.3,21.9,51.2,1009.3,23,4.95,94.13,1010.75
2022-02-11T16:00:00Z,11.2,22,51.1,1010.2,22.3,4.97,90.39,1011.29
2022-02-11T17:00:00Z,12,21.8,51.7,1011,25.5,4.77,89.32,1012.16
2022-02-11T18:00:00Z,12.2,22.1,51,1012,30.4,4.42,87.93,1012.85
2022-02-11T19:00:00Z,11.8,22.1,51.5,1012.1,21.7,4.08,87.22,1013.68
2022-02-11T20:00:00Z,11.7,22.4,51.2,1013,21.7,3.92,89.15,1014.12
2022-02-11T21:00:00Z,20.9,22.1,54,1013,20.3,3.74,91.73,1014.55
2022-02-11T22:00:00Z,18.7,21.8,56.9,1013.6,18,3.53,94.2,1014.85
2022-02-11T23:00:00Z,16.7,21.7,58,1014.5,16.8,3.29,94.78,1015.39
2022-02-12T00:00:00Z,13.7,21.6,58.9,1015.8,10.9,3.23,92.9,1016.3
2022-02-12T01:00:00Z,11.5,21.5,58.8,1017.2,4.1,2.69,90.21,1017.61
2022-02-12T02:00:00Z,8.3,21.4,57.2,1018.3,4.5,2.33,88.47,1018.82
2022-02-12T03:00:00Z,6.5,21.3,57,1019.7,3.7,2,87.99,1020.01
2022-02-12T04:00:00Z,7.3,21.2,55.5,1020.8,8.5,1.46,87.8,1021.26
2022-02-12T05:00:00Z,11.5,21.2,54.1,1021.5,20.7,1.01,87.71,1022.3
2022-02-12T06:00:00Z,11.2,21.7,51.8,1022,15.9,0.83,87.64,1022.99
2022-02-12T07:00:00Z,12.5,22.1,50.1,1022.9,20,0.65,87.98,1023.74
2022-02-12T08:00:00Z,11.7,22.6,48.7,1023.9,28.1,1.01,88.46,1024.53
2022-02-12T09:00:00Z,11.8,22.9,48.3,1024.3,9.3,2.25,84.51,1025.28
2022-02-12T10:00:00Z,15.5,22.8,49,1025,15.2,3.58,74.9,1025.99
2022-02-12T11:00:00Z,12.5,22.7,49,1024.5,11.4,4.7,66.31,1026.34
2022-02-12T12:00:00Z,10.5,22.6,49,1024,11.2,5.28,59.3,1026
2022-02-12T13:00:00Z,10.8,22.4,49,1024,13.7,5.61,56.78,1025.85
2022-02-12T14:00:00Z,9.8,22.2,49.2,1024,8.9,5.72,55.55,1025.61
2022-02-12T15:00:00Z,9.5,21.9,50,1024,11.1,5.41,54.98,1025.54
2022-02-12T16:00:00Z,12,21.7,50,1023,17.1,4.58,58.3,1025.13
2022-02-12T17:00:00Z,22.8,21.6,50,1023,66.1,3.58,64.35,1024.9
2022-02-12T18:00:00Z,31,21.9,49.2,1023,143,2.65,68.13,1024.71
2022-02-12T19:00:00Z,44.3,22,48.6,1022.7,83.2,1.97,73.88,1024.48
2022-02-12T20:00:00Z,58.5,21.8,48.4,1022,204.7,1.39,77.58,1024.11
2022-02-12T21:00:00Z,58.8,21.6,51.1,1021.6,91.3,1.35,76.54,1023.62
2022-02-12T22:00:00Z,56.1,21.4,52.1,1021.1,53,0.74,74.86,1023.18
2022-02-12T23:00:00Z,51.7,21.4,53.7,1021,85,0.36,73.95,1022.95
2022-02-13T00:00:00Z,48.3,21.3,54,1020.4,61,0.14,73.61,1022.61
